,Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,Agency_size,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
944,32,male,united states of america,Washington,no,yes,no,sometimes,Medium,no,yes,yes,yes,yes,yes,not sure,not sure,yes,no,yes,no,no,no,not sure,no
945,28,male,united states of america,Washington,no,yes,yes,sometimes,Big,no,yes,not sure,no,not sure,not sure,not sure,somewhat easy,not sure,no,yes,no,no,not sure,no,no
946,39,male,united states of america,Arizona,no,yes,yes,often,Small,no,yes,yes,yes,no,no,yes,not sure,yes,no,yes,no,no,no,no,no
947,45,male,united states of america,New York,no,no,no,NA,Big,no,no,yes,yes,yes,yes,not sure,not sure,no,no,yes,yes,no,no,yes,no
948,43,male,united states of america,Washington,no,no,yes,rarely,Big,no,yes,yes,yes,yes,yes,not sure,somewhat easy,no,no,yes,yes,not sure,yes,yes,no
949,35,male,united states of america,California,no,no,yes,sometimes,Big,no,yes,yes,yes,not sure,yes,not sure,very difficult,not sure,not sure,yes,yes,no,no,not sure,no
950,40,male,united states of america,Washington,no,yes,yes,sometimes,Small,no,yes,yes,yes,not sure,not sure,yes,very easy,not sure,no,yes,yes,no,no,not sure,no
951,34,male,netherlands,NA,no,no,yes,rarely,Small,no,yes,no,yes,no,no,yes,very easy,no,no,yes,yes,not sure,not sure,yes,no
952,24,male,united kingdom,NA,no,yes,yes,often,Small,no,no,not sure,yes,no,no,no,somewhat easy,yes,not sure,yes,yes,no,not sure,no,yes
953,61,male,south africa,NA,yes,no,yes,sometimes,Small,yes,yes,no,no,no,no,not sure,very difficult,yes,not sure,yes,yes,no,not sure,no,yes
954,36,female,united states of america,Washington,no,yes,yes,rarely,Small,no,yes,not sure,no,no,not sure,not sure,not sure,yes,not sure,yes,no,no,no,not sure,no
955,38,male,united states of america,Tennessee,no,no,no,NA,Small,no,yes,no,no,no,no,yes,not sure,not sure,no,yes,yes,not sure,not sure,not sure,no
956,33,male,germany,NA,no,yes,yes,often,Small,no,yes,not sure,not sure,yes,no,yes,somewhat easy,no,no,yes,yes,yes,yes,yes,no
957,30,male,united states of america,Washington,no,yes,no,never,Big,no,no,not sure,no,no,not sure,not sure,not sure,yes,not sure,no,no,no,no,no,no
958,34,male,netherlands,NA,yes,yes,yes,rarely,Small,yes,yes,yes,yes,yes,yes,yes,very easy,no,no,yes,yes,no,not sure,yes,no
959,26,male,united states of america,California,no,no,yes,rarely,Big,no,yes,yes,not sure,not sure,not sure,not sure,not sure,no,no,yes,yes,no,not sure,no,no
960,33,male,united kingdom,NA,no,no,no,NA,Big,no,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,yes,not sure,not sure,not sure,no
961,32,male,united kingdom,NA,no,no,no,NA,Small,no,yes,not sure,no,no,no,not sure,very easy,no,no,no,yes,no,not sure,no,no
962,25,male,germany,NA,yes,no,no,sometimes,Small,yes,yes,no,yes,no,no,yes,somewhat easy,no,no,yes,yes,yes,yes,yes,no
963,35,male,germany,NA,yes,no,yes,sometimes,Small,yes,no,not sure,no,no,no,not sure,somewhat difficult,yes,not sure,yes,no,no,not sure,not sure,no
964,24,male,united kingdom,NA,yes,yes,no,often,Small,yes,yes,not sure,not sure,no,no,not sure,not sure,not sure,no,yes,yes,no,not sure,not sure,no
965,55,male,united kingdom,NA,no,no,yes,often,Big,no,no,yes,yes,yes,yes,not sure,somewhat easy,yes,not sure,no,yes,no,not sure,no,yes
966,33,male,united kingdom,NA,yes,yes,yes,sometimes,Small,yes,yes,no,yes,no,no,no,very difficult,yes,not sure,yes,yes,no,not sure,no,yes
967,26,female,united kingdom,NA,yes,yes,yes,sometimes,Small,yes,yes,no,no,no,no,not sure,very easy,not sure,no,yes,yes,no,not sure,yes,no
968,25,male,united kingdom,NA,no,no,no,never,Small,yes,yes,not sure,not sure,not sure,not sure,not sure,very easy,no,no,yes,yes,no,no,not sure,no
969,45,male,united kingdom,NA,no,yes,no,rarely,Medium,no,no,not sure,no,no,no,not sure,not sure,not sure,no,yes,no,no,not sure,not sure,no
970,33,female,united kingdom,NA,yes,no,yes,sometimes,Small,yes,yes,no,yes,yes,yes,yes,very easy,no,no,yes,yes,no,no,not sure,no
971,43,male,united states of america,Michigan,no,no,no,sometimes,Big,yes,yes,no,not sure,no,no,not sure,very difficult,yes,not sure,no,no,no,not sure,no,yes
972,30,male,united kingdom,NA,yes,no,yes,sometimes,Small,no,yes,no,yes,no,no,no,very difficult,yes,yes,no,no,no,no,yes,yes
973,40,male,united states of america,Indiana,no,yes,yes,rarely,Small,no,yes,not sure,not sure,no,not sure,not sure,not sure,no,no,yes,yes,no,not sure,not sure,no
974,49,male,united states of america,Georgia,no,yes,no,never,Big,no,yes,yes,yes,yes,yes,yes,not sure,no,no,yes,yes,no,no,yes,no
975,29,male,germany,NA,no,no,no,NA,Small,no,yes,not sure,not sure,no,no,not sure,somewhat easy,no,no,yes,yes,not sure,yes,not sure,no
976,26,male,germany,NA,no,no,no,NA,Medium,no,yes,not sure,no,not sure,not sure,not sure,not sure,no,no,yes,yes,not sure,not sure,not sure,no
977,38,male,united states of america,Washington,no,no,no,never,Big,no,yes,yes,yes,yes,yes,yes,somewhat easy,not sure,not sure,yes,yes,no,not sure,no,yes
978,27,male,france,NA,no,yes,no,NA,Medium,no,no,yes,yes,not sure,no,yes,somewhat easy,not sure,not sure,no,yes,no,not sure,not sure,yes
979,26,male,belgium,NA,no,no,no,never,Small,no,yes,yes,no,no,no,no,somewhat easy,not sure,no,no,no,no,no,not sure,no
980,28,male,united kingdom,NA,no,yes,yes,often,Small,no,yes,no,no,no,no,not sure,somewhat easy,not sure,not sure,yes,yes,no,no,no,no
981,40,male,united states of america,Maine,no,yes,yes,sometimes,Small,yes,yes,no,no,no,no,not sure,not sure,not sure,not sure,yes,yes,no,not sure,no,no
982,37,female,canada,NA,yes,yes,yes,rarely,Small,yes,yes,no,yes,no,no,yes,somewhat easy,yes,not sure,yes,yes,not sure,not sure,not sure,yes
983,34,female,united kingdom,NA,no,yes,yes,often,Small,yes,no,yes,yes,no,yes,no,somewhat easy,yes,yes,yes,no,no,no,not sure,no
984,28,male,united states of america,New York,no,yes,yes,often,Medium,no,yes,not sure,not sure,no,not sure,not sure,not sure,not sure,no,yes,yes,no,yes,not sure,no
985,27,male,canada,NA,no,no,no,never,Small,no,yes,yes,not sure,yes,no,yes,very easy,no,no,yes,yes,not sure,not sure,yes,no
986,29,male,united kingdom,NA,no,no,yes,sometimes,Small,yes,yes,no,no,no,no,not sure,very easy,no,no,yes,yes,no,yes,yes,no
987,39,female,united kingdom,NA,no,yes,no,rarely,Medium,yes,yes,not sure,not sure,no,no,not sure,somewhat difficult,yes,yes,no,no,no,no,no,yes
988,28,male,united kingdom,NA,no,no,no,often,Small,no,yes,no,no,no,no,no,somewhat difficult,yes,no,no,no,no,yes,yes,no
989,23,male,united states of america,Pennsylvania,no,yes,no,sometimes,Small,no,yes,yes,not sure,yes,yes,yes,somewhat easy,no,no,no,no,no,not sure,not sure,no
990,31,non-binary,"bahamas, the",Illinois,yes,yes,yes,often,Small,yes,yes,yes,yes,yes,yes,yes,very easy,yes,yes,yes,yes,yes,yes,yes,yes
991,38,male,united kingdom,NA,no,no,no,NA,Small,yes,yes,no,no,no,no,yes,somewhat easy,no,no,yes,yes,no,no,not sure,no
992,19,male,united kingdom,NA,no,no,no,NA,Small,no,yes,yes,no,no,yes,not sure,very easy,no,no,yes,yes,no,no,yes,no
993,30,female,united states of america,Illinois,no,yes,yes,sometimes,Small,no,yes,yes,yes,yes,not sure,yes,very easy,no,no,yes,no,no,no,yes,no
994,28,male,united kingdom,NA,yes,no,no,NA,Small,yes,yes,no,yes,no,no,yes,very easy,not sure,not sure,no,no,no,no,yes,no
995,20,male,india,NA,no,no,yes,sometimes,Small,no,yes,not sure,no,no,no,not sure,not sure,yes,no,no,no,no,not sure,yes,no
996,35,male,united kingdom,NA,yes,no,no,sometimes,Small,no,yes,not sure,not sure,no,not sure,not sure,somewhat easy,no,no,yes,yes,no,no,not sure,no
997,39,male,united states of america,Minnesota,no,no,yes,rarely,Medium,yes,yes,yes,yes,no,no,yes,very easy,not sure,no,yes,yes,no,no,not sure,no
998,31,female,united states of america,Texas,no,yes,no,never,Big,no,no,yes,not sure,no,not sure,not sure,not sure,yes,yes,no,no,no,no,not sure,no
999,32,male,united kingdom,NA,no,no,no,rarely,Medium,no,yes,no,no,no,no,not sure,not sure,yes,no,no,no,no,no,not sure,no
1000,27,male,sweden,NA,no,no,no,NA,Small,no,yes,no,no,no,no,not sure,not sure,no,no,no,no,no,no,not sure,no
1001,25,male,united states of america,Pennsylvania,no,yes,yes,often,Small,yes,yes,yes,yes,no,not sure,yes,somewhat easy,no,no,yes,yes,not sure,not sure,not sure,no
1002,42,male,united states of america,Indiana,no,yes,yes,sometimes,Small,yes,yes,not sure,no,no,not sure,not sure,not sure,not sure,no,yes,yes,no,not sure,not sure,no
1003,34,male,united states of america,Pennsylvania,no,yes,yes,often,Medium,no,yes,yes,yes,no,no,yes,very easy,no,no,yes,yes,not sure,not sure,not sure,no
1004,26,female,united states of america,Ohio,no,no,yes,sometimes,Small,yes,yes,not sure,no,no,not sure,not sure,not sure,not sure,no,yes,no,not sure,not sure,not sure,yes
1005,35,male,united kingdom,NA,no,yes,yes,sometimes,Small,no,yes,no,yes,no,no,yes,very easy,yes,yes,yes,yes,no,not sure,yes,yes
1006,34,male,united kingdom,NA,no,no,no,never,Medium,no,yes,not sure,no,no,not sure,not sure,very easy,not sure,no,yes,yes,no,no,yes,no
1007,38,male,united states of america,Pennsylvania,no,yes,yes,sometimes,Medium,yes,no,yes,yes,no,yes,yes,very easy,no,no,yes,yes,yes,yes,not sure,no
1008,34,male,united states of america,South Dakota,no,no,no,sometimes,Medium,no,yes,not sure,no,no,no,not sure,not sure,yes,no,yes,no,no,not sure,not sure,no
1009,39,male,united states of america,Indiana,no,yes,yes,sometimes,Small,yes,yes,no,yes,no,no,yes,somewhat easy,no,no,yes,yes,not sure,yes,yes,no
1010,44,female,united states of america,California,no,no,no,NA,Medium,no,yes,not sure,not sure,no,no,not sure,not sure,yes,no,no,no,no,no,not sure,no
1011,40,male,united states of america,Tennessee,no,no,no,NA,Big,no,no,yes,yes,yes,yes,yes,not sure,not sure,no,no,yes,no,no,not sure,no
1012,33,female,united states of america,Texas,yes,no,no,never,Small,yes,yes,no,yes,not sure,not sure,yes,somewhat easy,not sure,no,no,yes,no,no,yes,no
1013,24,female,united states of america,Tennessee,no,yes,no,sometimes,Big,no,no,yes,yes,no,not sure,not sure,somewhat difficult,yes,not sure,yes,yes,no,no,no,yes
1014,38,female,united states of america,Oregon,no,yes,no,sometimes,Small,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,yes,no,no,not sure,no
1015,31,male,united states of america,South Dakota,no,no,no,sometimes,Big,no,yes,yes,not sure,yes,yes,yes,not sure,yes,not sure,yes,yes,no,not sure,yes,no
1016,23,male,israel,NA,no,no,no,NA,Medium,no,yes,not sure,not sure,no,no,yes,very easy,not sure,no,yes,yes,not sure,yes,not sure,no
1017,26,female,united states of america,New York,no,no,no,NA,Small,no,yes,not sure,not sure,no,no,not sure,somewhat easy,no,no,yes,yes,no,not sure,yes,no
1018,46,female,united states of america,Connecticut,no,no,yes,often,Big,no,no,yes,yes,yes,yes,not sure,not sure,yes,no,yes,yes,no,no,no,yes
1019,30,male,united states of america,California,no,yes,yes,sometimes,Small,yes,yes,yes,no,no,no,not sure,not sure,not sure,no,yes,no,no,not sure,not sure,no
1020,25,male,united states of america,NA,no,no,no,rarely,Small,yes,yes,not sure,no,no,no,not sure,somewhat easy,yes,no,yes,yes,no,yes,not sure,yes
1021,19,male,canada,NA,no,no,no,never,Small,yes,yes,not sure,no,no,no,not sure,somewhat easy,no,no,yes,yes,no,not sure,no,no
1022,30,female,united states of america,Georgia,no,yes,yes,sometimes,Medium,no,no,yes,yes,yes,yes,yes,somewhat easy,not sure,not sure,yes,yes,no,no,no,yes
1023,32,male,united states of america,Tennessee,no,no,no,never,Small,no,yes,yes,yes,yes,yes,not sure,somewhat easy,no,no,yes,yes,no,not sure,yes,no
1024,32,male,united kingdom,NA,no,no,no,NA,Small,no,yes,no,no,no,no,not sure,not sure,not sure,not sure,no,no,no,not sure,not sure,no
1025,37,male,united states of america,Indiana,no,yes,no,sometimes,Small,yes,yes,not sure,no,no,no,not sure,somewhat easy,not sure,no,yes,yes,no,not sure,no,no
1026,42,male,united states of america,California,no,yes,yes,sometimes,Small,yes,yes,not sure,no,no,not sure,not sure,not sure,not sure,not sure,yes,yes,no,no,not sure,no
1027,25,female,united states of america,Oregon,no,no,no,never,Big,no,yes,yes,yes,yes,yes,not sure,not sure,not sure,no,yes,yes,not sure,no,yes,no
1028,19,male,united states of america,Indiana,no,no,no,sometimes,Small,no,yes,not sure,not sure,no,no,not sure,not sure,no,no,yes,yes,not sure,not sure,not sure,no
1029,40,female,united states of america,Georgia,no,yes,no,never,Medium,yes,yes,yes,yes,yes,no,not sure,not sure,yes,yes,no,no,no,no,not sure,no
1030,34,male,united states of america,Indiana,no,no,no,NA,Big,no,no,yes,not sure,yes,not sure,not sure,not sure,not sure,not sure,yes,yes,no,no,not sure,no
1031,26,male,united states of america,Minnesota,no,yes,no,NA,Small,no,yes,not sure,not sure,no,no,not sure,not sure,no,no,yes,yes,no,no,yes,no
1032,31,male,united states of america,Minnesota,no,yes,yes,rarely,Small,no,yes,not sure,not sure,not sure,not sure,yes,not sure,no,no,yes,yes,not sure,not sure,yes,no
1033,40,male,united states of america,North Carolina,no,yes,no,sometimes,Big,yes,no,yes,not sure,yes,not sure,not sure,not sure,yes,not sure,yes,yes,no,not sure,no,no
1034,31,female,united states of america,Florida,no,yes,yes,often,Small,no,yes,no,no,no,no,no,very difficult,yes,no,no,no,no,yes,no,yes
1035,36,male,united states of america,Minnesota,no,no,no,never,Medium,no,no,not sure,no,no,not sure,not sure,not sure,yes,not sure,no,no,no,not sure,not sure,yes
1036,35,male,canada,NA,no,yes,no,sometimes,Small,yes,yes,no,yes,no,no,not sure,not sure,not sure,no,no,yes,no,no,not sure,no
1037,26,male,australia,NA,no,yes,yes,sometimes,Small,yes,yes,no,no,no,no,yes,not sure,no,no,yes,yes,no,not sure,yes,no
1038,44,male,united states of america,Missouri,no,no,no,NA,Big,yes,no,not sure,no,not sure,not sure,yes,not sure,yes,no,yes,no,no,no,no,no
1039,34,female,united states of america,California,no,no,no,sometimes,Small,no,yes,no,not sure,no,no,not sure,very easy,no,no,yes,yes,no,not sure,yes,no
1040,35,male,united states of america,Oregon,no,no,no,NA,Small,yes,yes,no,no,no,no,not sure,not sure,no,no,no,no,no,no,not sure,no
1041,28,female,united states of america,Ohio,no,yes,yes,sometimes,Small,yes,yes,not sure,no,no,no,not sure,somewhat easy,yes,no,yes,yes,no,not sure,no,no
1042,33,male,united states of america,New York,no,no,no,NA,Small,yes,yes,yes,no,not sure,yes,yes,not sure,no,no,yes,yes,no,no,yes,no
1043,40,male,united states of america,Wisconsin,no,yes,yes,sometimes,Big,yes,yes,yes,yes,no,yes,not sure,not sure,yes,no,no,no,no,not sure,not sure,no
1044,26,male,united states of america,Washington,no,no,yes,sometimes,Small,no,yes,yes,yes,no,no,yes,not sure,not sure,no,yes,no,no,not sure,not sure,no
1045,29,female,united kingdom,NA,no,no,yes,often,Big,no,no,yes,yes,no,no,not sure,not sure,not sure,no,yes,no,no,yes,no,yes
1046,26,female,canada,NA,no,yes,yes,sometimes,Medium,no,yes,yes,not sure,no,no,yes,not sure,not sure,no,yes,no,no,not sure,not sure,no
1047,33,male,italy,NA,no,yes,yes,sometimes,Small,no,yes,no,not sure,no,no,not sure,somewhat easy,no,no,yes,yes,no,no,not sure,no
1048,28,male,brazil,NA,no,yes,no,sometimes,Medium,no,yes,no,no,no,no,not sure,somewhat easy,no,no,yes,yes,no,no,not sure,yes
1049,41,male,united states of america,Illinois,yes,no,yes,often,Small,yes,no,no,yes,yes,yes,yes,very difficult,no,no,yes,yes,no,no,yes,yes
1050,39,male,united kingdom,NA,yes,yes,yes,sometimes,Small,yes,yes,no,yes,yes,yes,yes,somewhat difficult,no,no,yes,yes,no,not sure,yes,yes
1051,26,female,united states of america,Washington,no,yes,yes,sometimes,Big,no,yes,yes,yes,no,no,not sure,not sure,no,no,yes,yes,no,not sure,no,yes
1052,23,female,united states of america,Illinois,no,yes,no,sometimes,Small,no,no,no,no,no,no,not sure,somewhat difficult,yes,no,no,yes,no,not sure,no,no
1053,35,male,switzerland,NA,no,yes,yes,often,Big,no,yes,not sure,not sure,no,no,yes,very easy,no,no,yes,yes,no,not sure,no,no
1054,36,male,united states of america,Florida,no,no,no,never,Small,yes,yes,not sure,not sure,not sure,not sure,not sure,very easy,no,no,yes,yes,no,no,not sure,no
1055,42,male,united states of america,Tennessee,no,no,no,rarely,Big,no,no,not sure,no,no,not sure,not sure,not sure,not sure,no,yes,no,no,not sure,no,no
1056,39,male,united states of america,Washington,no,yes,yes,sometimes,Medium,no,yes,yes,yes,no,not sure,yes,very easy,no,no,yes,yes,no,no,yes,no
1057,27,male,united states of america,California,no,no,no,never,Small,no,yes,not sure,no,no,not sure,not sure,not sure,not sure,no,yes,yes,not sure,not sure,not sure,no
1058,33,male,united states of america,Florida,yes,no,no,never,Small,yes,yes,not sure,no,no,no,no,very easy,not sure,no,yes,yes,no,not sure,yes,no
1059,31,male,canada,NA,no,yes,yes,often,Big,no,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,yes,no,no,not sure,not sure,no
1060,28,female,united states of america,Oregon,no,no,yes,rarely,Small,no,yes,yes,yes,not sure,yes,yes,very easy,no,no,yes,yes,no,yes,not sure,no
1061,29,female,united states of america,New Jersey,no,no,yes,often,Big,yes,no,yes,no,no,no,not sure,somewhat easy,no,no,yes,yes,not sure,not sure,not sure,no
1062,27,male,united states of america,California,no,no,yes,sometimes,Medium,no,yes,not sure,not sure,no,no,yes,very difficult,not sure,no,yes,no,no,not sure,no,no
1063,44,male,united states of america,Florida,yes,no,no,never,Small,yes,yes,not sure,no,no,no,yes,somewhat difficult,no,no,no,no,no,no,not sure,no
1064,25,male,united states of america,Utah,no,no,yes,often,Small,yes,yes,not sure,no,no,no,not sure,somewhat easy,not sure,no,yes,no,no,not sure,not sure,no
1065,24,male,germany,NA,no,yes,yes,sometimes,Small,no,yes,no,no,no,no,not sure,somewhat easy,not sure,no,yes,yes,no,no,not sure,no
1066,25,male,south africa,NA,no,yes,yes,often,Small,no,no,not sure,no,no,no,yes,not sure,no,no,yes,yes,no,not sure,no,yes
1067,34,male,united states of america,New Jersey,no,no,no,never,Small,yes,yes,yes,not sure,not sure,not sure,not sure,somewhat easy,not sure,not sure,no,yes,no,not sure,not sure,no
1068,26,male,united states of america,Pennsylvania,no,no,no,never,Big,no,no,yes,yes,no,not sure,not sure,somewhat difficult,not sure,no,no,yes,no,no,not sure,no
1069,48,male,united states of america,Indiana,no,no,no,never,Small,no,no,yes,yes,yes,yes,yes,not sure,not sure,no,yes,yes,no,not sure,not sure,no
1070,34,male,greece,NA,no,no,no,NA,Small,yes,yes,no,no,no,no,not sure,very difficult,yes,not sure,yes,no,no,not sure,no,no
1071,39,female,united states of america,Ohio,no,no,yes,sometimes,Small,yes,yes,no,no,no,no,not sure,not sure,not sure,not sure,yes,yes,no,not sure,no,no
1072,43,male,united states of america,Ohio,no,no,no,sometimes,Big,yes,yes,yes,not sure,no,yes,not sure,not sure,not sure,no,no,no,no,no,not sure,no
1073,41,male,united states of america,Illinois,no,no,no,rarely,Big,no,yes,yes,yes,yes,yes,not sure,not sure,not sure,not sure,yes,no,no,no,yes,yes
1074,25,male,united states of america,Indiana,no,no,no,never,Big,no,no,not sure,no,no,no,not sure,not sure,no,no,yes,yes,no,no,not sure,no
1075,31,male,united states of america,California,no,no,yes,sometimes,Medium,no,yes,yes,yes,no,no,not sure,somewhat easy,not sure,no,yes,no,no,not sure,no,no
1076,40,male,united states of america,Washington,no,yes,yes,sometimes,Big,no,yes,yes,yes,yes,yes,yes,not sure,yes,yes,no,no,no,not sure,no,yes
1077,43,male,united states of america,Virginia,yes,yes,yes,sometimes,Small,yes,yes,yes,not sure,no,not sure,not sure,not sure,not sure,not sure,yes,yes,no,not sure,not sure,no
1078,27,female,united states of america,Washington,no,yes,yes,often,Big,no,yes,yes,yes,yes,yes,yes,very difficult,not sure,no,yes,yes,no,not sure,no,yes
1079,37,female,united states of america,New Jersey,no,yes,yes,sometimes,Small,yes,yes,yes,yes,no,not sure,not sure,not sure,yes,not sure,no,no,no,not sure,not sure,no
1080,32,male,netherlands,NA,yes,no,yes,sometimes,Small,no,yes,no,no,no,no,yes,very difficult,not sure,no,yes,yes,no,not sure,no,no
1081,25,male,united states of america,Utah,no,yes,yes,often,Small,no,yes,no,yes,no,no,yes,very easy,not sure,no,yes,yes,no,not sure,no,no
1082,29,male,netherlands,NA,no,yes,yes,often,Small,no,yes,not sure,not sure,not sure,yes,not sure,very difficult,no,not sure,yes,yes,not sure,no,yes,no
1083,30,female,united states of america,Tennessee,no,yes,yes,often,Big,no,no,yes,no,no,no,not sure,somewhat difficult,yes,no,no,no,no,not sure,no,no
1084,34,female,canada,NA,no,yes,yes,often,Small,no,no,not sure,no,yes,not sure,not sure,somewhat easy,no,no,yes,yes,no,no,yes,no
1085,32,male,united kingdom,NA,no,yes,yes,sometimes,Small,no,no,yes,yes,yes,yes,yes,somewhat easy,not sure,not sure,yes,yes,no,not sure,no,no
1086,37,male,germany,NA,no,no,no,NA,Small,no,yes,not sure,no,no,no,yes,very easy,no,no,yes,yes,not sure,not sure,yes,no
1087,41,male,germany,NA,no,no,yes,sometimes,Big,no,yes,not sure,no,no,no,not sure,somewhat difficult,no,no,yes,yes,no,no,yes,no
1088,38,male,united states of america,Indiana,no,yes,no,never,Big,no,no,yes,not sure,yes,yes,not sure,not sure,yes,not sure,yes,no,no,no,no,no
1089,32,male,united states of america,Indiana,no,no,yes,sometimes,Small,no,yes,yes,yes,yes,not sure,yes,not sure,no,no,yes,yes,no,not sure,not sure,no
1090,28,female,united states of america,California,no,yes,yes,sometimes,Medium,no,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,no,yes,yes,no,no,yes,no
1091,31,male,united states of america,Ohio,yes,no,no,never,Small,yes,yes,no,yes,no,no,yes,very easy,no,no,yes,yes,no,not sure,yes,no
1092,43,male,united states of america,Texas,no,yes,no,never,Medium,no,no,yes,yes,no,not sure,not sure,somewhat easy,not sure,no,yes,yes,no,not sure,no,no
1093,32,male,united states of america,Tennessee,no,yes,yes,often,Medium,no,yes,no,yes,no,no,not sure,very difficult,yes,no,yes,yes,no,yes,no,no
1094,25,male,united states of america,Washington,no,no,yes,sometimes,Big,no,yes,yes,yes,yes,not sure,yes,not sure,yes,no,no,no,no,no,yes,no
1095,37,male,united states of america,Utah,no,no,yes,sometimes,Medium,no,yes,yes,no,no,yes,yes,very easy,no,no,no,yes,no,no,yes,no
1096,36,male,united states of america,Alabama,yes,no,yes,sometimes,Small,no,no,no,yes,no,no,no,very difficult,no,no,no,no,no,no,no,yes
1097,24,male,united states of america,Wisconsin,no,yes,yes,rarely,Small,yes,yes,not sure,no,no,no,not sure,very easy,no,no,yes,yes,not sure,yes,yes,no
1098,40,male,united states of america,Washington,no,yes,yes,sometimes,Big,no,yes,yes,not sure,yes,not sure,not sure,somewhat difficult,not sure,no,yes,yes,no,not sure,not sure,yes
1099,29,male,united states of america,Wisconsin,no,no,no,NA,Big,no,no,not sure,not sure,yes,not sure,yes,somewhat easy,no,no,yes,yes,no,not sure,yes,no
1100,43,male,united states of america,New York,no,no,no,never,Medium,no,yes,not sure,no,no,not sure,not sure,not sure,no,no,yes,yes,no,no,yes,no
1101,29,male,united states of america,New York,no,no,no,NA,Small,yes,yes,yes,not sure,no,yes,not sure,not sure,not sure,no,yes,yes,not sure,yes,not sure,no
1102,26,male,united states of america,Ohio,no,yes,no,sometimes,Medium,no,yes,not sure,not sure,no,no,not sure,not sure,not sure,no,yes,no,no,not sure,not sure,no
1103,33,female,canada,NA,yes,yes,yes,often,Small,yes,yes,no,yes,no,no,no,very difficult,yes,yes,no,no,no,not sure,no,yes
1104,35,female,united states of america,Washington,no,yes,no,sometimes,Small,yes,yes,not sure,no,no,no,not sure,somewhat easy,no,no,yes,yes,no,no,yes,no
1105,45,male,united states of america,California,no,no,no,never,Small,yes,yes,yes,no,no,no,not sure,not sure,yes,not sure,yes,no,no,not sure,not sure,no
1106,25,male,united states of america,South Carolina,no,no,yes,rarely,Small,yes,yes,no,yes,no,not sure,not sure,somewhat easy,not sure,no,no,yes,no,not sure,not sure,no
1107,50,male,france,NA,yes,no,yes,sometimes,Small,yes,yes,no,no,no,no,not sure,not sure,not sure,not sure,yes,yes,no,no,not sure,no
1108,26,male,australia,NA,no,yes,yes,rarely,Small,no,yes,no,no,not sure,not sure,not sure,very easy,no,no,yes,yes,not sure,yes,yes,no
1109,33,female,united states of america,California,no,no,yes,often,Big,no,yes,yes,yes,not sure,not sure,not sure,not sure,yes,no,no,no,no,not sure,not sure,no
1110,30,male,india,NA,no,no,no,often,Small,no,yes,no,no,no,no,no,very easy,not sure,not sure,yes,yes,not sure,not sure,not sure,no
1111,33,male,croatia,NA,no,yes,yes,sometimes,Small,yes,yes,yes,yes,no,not sure,yes,very easy,no,no,yes,yes,not sure,not sure,yes,no
1112,29,male,france,NA,no,no,yes,often,Small,no,yes,yes,no,no,no,yes,somewhat easy,not sure,not sure,yes,yes,no,yes,no,no
1113,37,male,germany,NA,no,no,no,NA,Small,yes,yes,no,not sure,no,no,not sure,not sure,not sure,no,yes,no,not sure,yes,not sure,no
1114,25,male,united states of america,Minnesota,no,yes,yes,sometimes,Small,yes,yes,not sure,no,not sure,not sure,not sure,very easy,no,no,yes,yes,not sure,yes,not sure,no
1115,40,male,united states of america,Washington,no,no,no,NA,Big,no,no,yes,not sure,not sure,not sure,not sure,somewhat easy,not sure,no,yes,yes,no,not sure,not sure,no
1116,24,male,canada,NA,no,no,no,sometimes,Small,no,yes,yes,yes,no,no,yes,not sure,not sure,no,no,no,no,not sure,not sure,yes
1117,40,male,united kingdom,NA,no,no,yes,never,Medium,no,yes,not sure,not sure,no,not sure,not sure,very easy,not sure,no,yes,yes,no,not sure,not sure,no
1118,46,male,united states of america,Pennsylvania,no,yes,yes,sometimes,Small,no,yes,not sure,yes,no,not sure,not sure,not sure,yes,not sure,no,yes,no,not sure,not sure,no
1119,38,male,united states of america,New York,no,yes,yes,rarely,Big,no,no,yes,yes,yes,yes,yes,somewhat easy,yes,no,no,yes,no,yes,not sure,no
1120,34,male,united states of america,Vermont,no,no,no,never,Small,yes,yes,no,yes,no,no,not sure,not sure,yes,yes,no,no,no,no,not sure,no
1121,32,male,united kingdom,NA,yes,no,yes,rarely,Small,no,yes,no,yes,yes,yes,yes,very easy,no,no,yes,yes,no,yes,no,yes
1122,44,male,united kingdom,NA,no,no,yes,sometimes,Big,no,no,no,no,no,yes,not sure,not sure,not sure,no,yes,yes,no,no,no,no
1123,33,female,united kingdom,NA,no,no,yes,never,Medium,no,yes,not sure,not sure,no,not sure,not sure,very easy,not sure,no,yes,yes,no,not sure,no,no
1124,45,female,united states of america,Michigan,no,no,yes,rarely,Small,no,no,not sure,no,not sure,not sure,not sure,not sure,no,no,yes,yes,no,not sure,not sure,no
1125,35,male,united states of america,New York,no,no,no,NA,Small,no,yes,not sure,not sure,not sure,not sure,yes,not sure,no,no,no,no,no,no,yes,no
